date,min_temp,rainfall,windspeed,humidity,cloudcover,OLS
1/1/2021,0.49397590361445787,0.0,0.27586206896551724,0.45945945945945954,5.0,2.5842488870041107
1/2/2021,0.49397590361445787,0.0,0.24137931034482757,0.33783783783783783,1.0,4.445358236856946
1/3/2021,0.5180722891566265,0.0,0.4482758620689655,0.2702702702702703,1.0,4.431863719014733
1/4/2021,0.5903614457831325,0.0,0.10344827586206896,0.3513513513513514,1.0,4.459161595312098
1/5/2021,0.6144578313253012,0.0,0.4482758620689655,0.2837837837837839,1.0,4.381944309939366
1/6/2021,0.6506024096385542,0.2040816326530612,0.8275862068965517,0.4864864864864865,6.0,3.1267954508864495
1/7/2021,0.5421686746987953,0.0,0.5517241379310345,0.4054054054054055,3.0,3.085296821380328
1/8/2021,0.5060240963855422,0.0,0.41379310344827586,0.472972972972973,5.0,2.558993862168207
1/9/2021,0.45783132530120485,0.0,0.24137931034482757,0.4054054054054055,3.0,3.1365940439879716
1/10/2021,0.44578313253012053,0.3061224489795918,0.6206896551724138,0.9729729729729731,5.0,2.8691996090094505
1/11/2021,0.43373493975903615,0.0,0.5862068965517241,0.5540540540540541,5.0,2.642860963792006
1/12/2021,0.4096385542168675,0.0,0.10344827586206896,0.41891891891891897,7.0,3.6128492521106312
1/13/2021,0.46987951807228917,0.0,0.27586206896551724,0.29729729729729737,1.0,4.461603164823183
1/14/2021,0.49397590361445787,0.0,0.6896551724137931,0.18918918918918923,1.0,4.557288970379293
1/15/2021,0.5421686746987953,0.0,0.5517241379310345,0.0945945945945946,1.0,4.534997372632272
1/16/2021,0.49397590361445787,0.0,0.41379310344827586,0.013513513513513514,1.0,4.5906429605502455
1/17/2021,0.49397590361445787,0.0,0.3448275862068966,0.013513513513513514,1.0,4.59206938429609
1/18/2021,0.5060240963855422,0.0,0.48275862068965514,0.472972972972973,5.0,2.565565869025707
1/19/2021,0.7349397590361446,0.0,0.4482758620689655,0.45945945945945954,3.0,2.985452333286799
1/20/2021,0.710843373493976,0.0,0.4482758620689655,0.9054054054054054,10.0,5.990145189079487
1/21/2021,0.7349397590361446,0.0,0.3103448275862069,0.9459459459459459,7.0,3.594330727838112
1/22/2021,0.7590361445783133,0.0,0.20689655172413793,0.8243243243243245,7.0,3.5370729918799664
1/23/2021,0.7349397590361446,0.0,0.4482758620689655,0.9459459459459459,7.0,3.5868123982759195
1/24/2021,0.7349397590361446,0.0,0.5517241379310345,0.7702702702702703,7.0,3.48361651037929
1/25/2021,0.819277108433735,0.0,0.41379310344827586,0.391891891891892,7.0,3.3795456528636625
1/26/2021,0.7349397590361446,0.0,0.3448275862068966,0.12162162162162163,5.0,2.6104451599285396
1/27/2021,0.6144578313253012,0.0,0.7586206896551724,0.06756756756756757,6.0,3.2080056824051115
1/28/2021,0.5180722891566265,0.0,0.0,0.24324324324324328,3.0,3.2641179543708327
1/29/2021,0.5421686746987953,0.0,0.48275862068965514,0.5540540540540541,3.0,3.066531428084631
1/30/2021,0.6987951807228916,0.0,0.6206896551724138,0.6891891891891893,11.0,6.740192064346496
1/31/2021,0.6265060240963856,0.0,0.7241379310344828,0.18918918918918923,2.0,3.8592256298310255
2/1/2021,0.5301204819277109,0.0,0.27586206896551724,0.06756756756756757,1.0,4.547531200465017
2/2/2021,0.5662650602409639,0.0,0.41379310344827586,0.2567567567567568,1.0,4.410567011215737
2/3/2021,0.5903614457831325,0.0,0.41379310344827586,0.5270270270270271,3.0,3.0319841915126933
2/4/2021,0.7349397590361446,0.0,0.6896551724137931,0.472972972972973,5.0,2.5640752841638808
2/5/2021,0.5783132530120483,0.0,0.6206896551724138,0.8108108108108109,7.0,3.5730130950692036
2/6/2021,0.6024096385542169,0.0,0.1724137931034483,0.6486486486486487,5.0,2.5986157698441836
2/7/2021,0.5180722891566265,0.0,0.5172413793103449,0.472972972972973,1.0,4.400903906197481
2/8/2021,0.6385542168674699,0.0,0.5172413793103449,0.6486486486486487,7.0,3.44208334942504
2/9/2021,0.7710843373493976,0.0,0.3448275862068966,0.864864864864865,7.0,3.5262732778593513
2/10/2021,0.5783132530120483,0.06122448979591836,0.24137931034482757,0.9054054054054054,10.0,6.047438958014699
2/11/2021,0.4819277108433735,0.5306122448979591,0.5862068965517241,0.9324324324324326,7.0,3.8367784936436533
2/12/2021,0.43373493975903615,0.0,0.6896551724137931,0.8378378378378378,7.0,3.6827383183122713
2/13/2021,0.43373493975903615,0.0,0.4482758620689655,0.6756756756756758,7.0,3.5492277691760523
